date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:45:10	32721/32721	---M-Z	200	added ('OK')	application/javascript	etag:%220c72436921edb1:0%22	https://bitvez.com/assets/web-frontend/client/vendors/pages/index.53556.js	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/vendors/pages/index.53556.js	(from https://bitvez.com/)
14:45:11	2263/2263	---M-Z	200	added ('OK')	text/css	etag:%220c72436921edb1:0%22	https://bitvez.com/assets/web-frontend/client/css/da49b44.css	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/css/da49b44.css	(from https://bitvez.com/)
14:45:13	2304/2304	---M-Z	200	added ('OK')	application/javascript	etag:%220c72436921edb1:0%22	https://bitvez.com/assets/web-frontend/client/283.520f8.js	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/283.520f8.js	(from https://bitvez.com/)
14:45:14	2318/2318	---M-Z	200	added ('OK')	text/css	etag:%220c72436921edb1:0%22	https://bitvez.com/assets/web-frontend/client/css/e5f088f.css	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/css/e5f088f.css	(from https://bitvez.com/)
14:45:15	3310/3310	---M-Z	200	added ('OK')	application/javascript	etag:%220c72436921edb1:0%22	https://bitvez.com/assets/web-frontend/client/282.2f180.js	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/282.2f180.js	(from https://bitvez.com/)
14:45:16	7956/7956	---M-Z	200	added ('OK')	text/css	etag:%220c72436921edb1:0%22	https://bitvez.com/assets/web-frontend/client/css/00cf0f6.css	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/css/00cf0f6.css	(from https://bitvez.com/)
14:45:18	18560/18560	---M-Z	200	added ('OK')	application/javascript	etag:%220c72436921edb1:0%22	https://bitvez.com/assets/web-frontend/client/281.b7df1.js	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/281.b7df1.js	(from https://bitvez.com/)
14:45:21	495340/495340	---MCZ	200	added ('OK')	text/css	etag:%220ae47dab47db1:0%22	https://bitvez.com/assets/pages.css	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/pages.css	(from https://bitvez.com/)
14:45:22	141734/141734	---M-Z	200	added ('OK')	text/css	etag:%2209af334921edb1:0%22	https://bitvez.com/assets/styles/materialdesignicons.min.css	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/styles/materialdesignicons.min.css	(from https://bitvez.com/)
14:45:23	7538/7538	---M-Z	200	added ('OK')	text/css	etag:%2209af334921edb1:0%22	https://bitvez.com/assets/styles/alert.css	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/styles/alert.css	(from https://bitvez.com/)
14:45:24	28793/28793	---M-Z	200	added ('OK')	text/css	etag:%2205fbf29d01edb1:0%22	https://bitvez.com/assets/plugins/sweetalert2.css	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/plugins/sweetalert2.css	(from https://bitvez.com/)
14:45:26	299461/299461	---MCZ	200	added ('OK')	application/javascript	etag:%2209af334921edb1:0%22	https://bitvez.com/assets/jquery-3.6.0.js	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/jquery-3.6.0.js	(from https://bitvez.com/)
14:45:27	4174/4174	---M--	200	added ('OK')	image/png	etag:%22015a6891749db1:0%22	https://bitvez.com/imgs/translator.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/imgs/translator.png	(from https://bitvez.com/)
14:45:28	54670/54670	---M--	200	added ('OK')	image/png	etag:%220985ddb3549db1:0%22	https://bitvez.com/imgs/logo_dark.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/imgs/logo_dark.png	(from https://bitvez.com/)
14:45:29	378113/378113	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:28%20GMT	https://bitvez.com/buy-sell.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/buy-sell.html	(from https://bitvez.com/)
14:45:30	402193/402193	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:29%20GMT	https://bitvez.com/markets.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/markets.html	(from https://bitvez.com/)
14:45:32	866144/866144	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:31%20GMT	https://bitvez.com/spot.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/spot.html	(from https://bitvez.com/)
14:45:34	866156/866156	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:32%20GMT	https://bitvez.com/spot.aspx?type=margin	/Users/sodiq.oyebola/websites/calvin/bitvez.com/spotf51f.html	(from https://bitvez.com/)
14:45:35	124366/124366	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:35%20GMT	https://bitvez.com/.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/.html	(from https://bitvez.com/)
14:45:36	491892/491892	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:36%20GMT	https://bitvez.com/-usd.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/-usd.html	(from https://bitvez.com/)
14:45:37	134/134	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Jan%202025%2013:45:37%20GMT	https://bitvez.com/-coin.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/-coin.1e.delayed	(from https://bitvez.com/)
14:45:39	262082/262082	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:38%20GMT	https://bitvez.com/copy-trading.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/copy-trading.html	(from https://bitvez.com/)
14:45:40	355595/355595	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:40%20GMT	https://bitvez.com/earn.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earn.html	(from https://bitvez.com/)
14:45:42	334847/334847	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:41%20GMT	https://bitvez.com/staking.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/staking.html	(from https://bitvez.com/)
14:45:42	121697/121697	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:42%20GMT	https://bitvez.com/dual-investment.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/dual-investment.html	(from https://bitvez.com/)
14:45:44	130347/130347	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:43%20GMT	https://bitvez.com/eth2.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/eth2.html	(from https://bitvez.com/)
14:45:45	129712/129712	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:44%20GMT	https://bitvez.com/vip-earn.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/vip-earn.html	(from https://bitvez.com/)
14:45:46	125163/125163	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:45%20GMT	https://bitvez.com/nft.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/nft.html	(from https://bitvez.com/)
14:45:47	128172/128172	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:46%20GMT	https://bitvez.com/nft-marketplace.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/nft-marketplace.html	(from https://bitvez.com/)
14:45:48	126855/126855	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:47%20GMT	https://bitvez.com/institutional-services.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/institutional-services.html	(from https://bitvez.com/)
14:45:50	214922/214922	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:50%20GMT	https://bitvez.com/vip.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/vip.html	(from https://bitvez.com/)
14:45:51	161654/161654	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:51%20GMT	https://bitvez.com/referral-program.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/referral-program.html	(from https://bitvez.com/)
14:45:52	180777/180777	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:52%20GMT	https://bitvez.com/reward-hub.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/reward-hub.html	(from https://bitvez.com/)
14:45:54	115751/115751	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:54%20GMT	https://bitvez.com/login.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/login.html	(from https://bitvez.com/)
14:45:55	0/-1	---M--	302	error ('')			https://bitvez.com/-coin.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/-coin.2d.delayed	(from https://bitvez.com/)
14:45:55	0/-1	---M--	302	error ('')			https://bitvez.com/-coin.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/-coin.2e.delayed	(from https://bitvez.com/)
14:45:55	117966/117966	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:45:55%20GMT	https://bitvez.com/register.aspx	/Users/sodiq.oyebola/websites/calvin/bitvez.com/register.html	(from https://bitvez.com/)
14:45:56	45580/45580	---M--	200	added ('OK')	image/png	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/web-frontend/client/img/iphone1babd4d.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/img/iphone1babd4d.png	(from https://bitvez.com/)
14:45:58	49637/49637	---M--	200	added ('OK')	image/png	etag:%220c7222c6b1fdb1:0%22	https://bitvez.com/imgs/phone.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/imgs/phone.png	(from https://bitvez.com/)
14:45:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jan%202025%2013:45:58%20GMT	https://bitvez.com/assets/web-frontend/client/img/follower.d613935.svg	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/web-frontend/client/img/follower.d613935.31.delayed	(from https://bitvez.com/)
14:46:00	1320/1320	---M--	200	added ('OK')	image/svg+xml	etag:%220c0f7dda51edb1:0%22	https://bitvez.com/imgs/avatar.svg	/Users/sodiq.oyebola/websites/calvin/bitvez.com/imgs/avatar.svg	(from https://bitvez.com/)
14:46:01	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jan%202025%2013:46:00%20GMT	https://bitvez.com/-copy-trading/en-US.html	/Users/sodiq.oyebola/websites/calvin/bitvez.com/-copy-trading/en-US.33.delayed	(from https://bitvez.com/)
14:46:02	355604/355604	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:01%20GMT	https://bitvez.com/earn.aspx?coinId=2	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earn1785.html	(from https://bitvez.com/)
14:46:03	2827/2827	---M--	200	added ('OK')	image/png	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/BTC-20200604060942.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/BTC-20200604060942.png	(from https://bitvez.com/)
14:46:04	355605/355605	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:04%20GMT	https://bitvez.com/earn.aspx?coinId=16	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earn80c5.html	(from https://bitvez.com/)
14:46:06	2687/2687	---M--	200	added ('OK')	image/png	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/ETH-20200604061001.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/ETH-20200604061001.png	(from https://bitvez.com/)
14:46:07	355605/355605	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:07%20GMT	https://bitvez.com/earn.aspx?coinId=17	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earn417d.html	(from https://bitvez.com/)
14:46:08	1933/1933	---M--	200	added ('OK')	image/png	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/USDT-20200604062641.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/USDT-20200604062641.png	(from https://bitvez.com/)
14:46:10	355607/355607	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:10%20GMT	https://bitvez.com/earn.aspx?coinId=2008	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earndcc4.html	(from https://bitvez.com/)
14:46:11	8891/8891	---M--	200	added ('OK')	image/png	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/USDC-20211115040218.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/USDC-20211115040218.png	(from https://bitvez.com/)
14:46:12	355607/355607	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:12%20GMT	https://bitvez.com/earn.aspx?coinId=5168	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earn7cf9.html	(from https://bitvez.com/)
14:46:13	5564/5564	---M--	200	added ('OK')	image/jpeg	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/73628ba2042149bb8cb20612-20240929103339.jpeg	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/73628ba2042149bb8cb20612-20240929103339.jpg	(from https://bitvez.com/)
14:46:15	355607/355607	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:14%20GMT	https://bitvez.com/earn.aspx?coinId=5303	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earn6d19.html	(from https://bitvez.com/)
14:46:16	21351/21351	---M--	200	added ('OK')	image/png	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/3bd06721f8f6735fa69ddf9b-20240716042138.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/3bd06721f8f6735fa69ddf9b-20240716042138.png	(from https://bitvez.com/)
14:46:17	355607/355607	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:17%20GMT	https://bitvez.com/earn.aspx?coinId=5161	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earn5f86.html	(from https://bitvez.com/)
14:46:19	7603/7603	---M--	200	added ('OK')	image/png	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/9f6d8d49e3876480d37cb6bb-20240609213824.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/9f6d8d49e3876480d37cb6bb-20240609213824.png	(from https://bitvez.com/)
14:46:20	355607/355607	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2013:46:19%20GMT	https://bitvez.com/earn.aspx?coinId=4123	/Users/sodiq.oyebola/websites/calvin/bitvez.com/earnea1a.html	(from https://bitvez.com/)
14:46:21	30628/30628	---M--	200	added ('OK')	image/jpeg	etag:%220176cbcc13fdb1:0%22	https://bitvez.com/assets/static-file/public/coin/BAD-20230709165149.jpg	/Users/sodiq.oyebola/websites/calvin/bitvez.com/assets/static-file/public/coin/BAD-20230709165149.jpg	(from https://bitvez.com/)
14:46:23	33043/33043	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/BTC.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/BTC.png	(from https://bitvez.com/)
14:46:24	56987/56987	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/ETH.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/ETH.png	(from https://bitvez.com/)
14:46:25	33009/33009	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/SOL.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/SOL.png	(from https://bitvez.com/)
14:46:27	25848/25848	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/USDT.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/USDT.png	(from https://bitvez.com/)
14:46:28	20990/20990	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/XRP.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/XRP.png	(from https://bitvez.com/)
14:46:29	40053/40053	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/BNB.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/BNB.png	(from https://bitvez.com/)
14:46:31	62249/62249	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/AAVE.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/AAVE.png	(from https://bitvez.com/)
14:46:32	91295/91295	---M--	200	added ('OK')	image/png	etag:%220416380a846db1:0%22	https://bitvez.com/cryptoIcons/ADA.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/ADA.png	(from https://bitvez.com/)
14:46:33	2070/2070	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/AGIX.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/AGIX.png	(from https://bitvez.com/)
14:46:35	8930/8930	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/AI.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/AI.png	(from https://bitvez.com/)
14:46:36	32697/32697	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/ALGO.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/ALGO.png	(from https://bitvez.com/)
14:46:38	312137/312137	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/APE.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/APE.png	(from https://bitvez.com/)
14:46:39	69009/69009	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/ATOM.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/ATOM.png	(from https://bitvez.com/)
14:46:40	17989/17989	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/AVAX.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/AVAX.png	(from https://bitvez.com/)
14:46:42	94372/94372	---M--	200	added ('OK')	image/png	etag:%220a3ef822e48db1:0%22	https://bitvez.com/cryptoIcons/AXS.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/AXS.png	(from https://bitvez.com/)
14:46:43	27561/27561	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/BAT.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/BAT.png	(from https://bitvez.com/)
14:46:45	35921/35921	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/BCH.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/BCH.png	(from https://bitvez.com/)
14:46:46	10534/10534	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/BOME.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/BOME.png	(from https://bitvez.com/)
14:46:47	9270/9270	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/BONK.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/BONK.png	(from https://bitvez.com/)
14:46:48	3202/3202	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/CAKE.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/CAKE.png	(from https://bitvez.com/)
14:46:49	6501/6501	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/CHZ.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/CHZ.png	(from https://bitvez.com/)
14:46:51	31922/31922	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/COMP.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/COMP.png	(from https://bitvez.com/)
14:46:53	42948/42948	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/CRO.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/CRO.png	(from https://bitvez.com/)
14:46:55	29505/29505	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/DAI.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/DAI.png	(from https://bitvez.com/)
14:46:56	331212/331212	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/CRV.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/CRV.png	(from https://bitvez.com/)
14:46:57	18589/18589	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/DASH.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/DASH.png	(from https://bitvez.com/)
14:46:58	1775/1775	---M--	200	added ('OK')	image/png	etag:%2206849dba946db1:0%22	https://bitvez.com/cryptoIcons/DNT.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/DNT.png	(from https://bitvez.com/)
14:46:59	140997/140997	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/DOGE.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/DOGE.png	(from https://bitvez.com/)
14:47:00	33580/33580	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/DOT.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/DOT.png	(from https://bitvez.com/)
14:47:02	50568/50568	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/EGLD.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/EGLD.png	(from https://bitvez.com/)
14:47:03	1457/1457	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/ENJ.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/ENJ.png	(from https://bitvez.com/)
14:47:04	63912/63912	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/EOS.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/EOS.png	(from https://bitvez.com/)
14:47:05	986/986	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/FET.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/FET.png	(from https://bitvez.com/)
14:47:07	36166/36166	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/FIL.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/FIL.png	(from https://bitvez.com/)
14:47:08	22567/22567	---M--	200	added ('OK')	image/png	etag:%22024396b3b1fdb1:0%22	https://bitvez.com/cryptoIcons/FLOKI.png	/Users/sodiq.oyebola/websites/calvin/bitvez.com/cryptoIcons/FLOKI.png	(from https://bitvez.com/)
